,Baseline,wf_current_only_s10_p12_o0_H30_wfstrict_rolling.csv,wf_current_only_s10_p16_o0_H30_wfstrict_rolling.csv,wf_current_only_s10_p20_o0_H30_wfstrict_rolling.csv,wf_current_only_s10_p8_o0_H30_wfstrict_rolling.csv,wf_current_only_s15_p12_o0_H30_wfstrict_rolling.csv,wf_current_only_s15_p16_o0_H30_wfstrict_rolling.csv,wf_current_only_s15_p20_o0_H30_wfstrict_rolling.csv,wf_current_only_s15_p8_o0_H30_wfstrict_rolling.csv,wf_current_only_s5_p12_o0_H30_wfstrict_rolling.csv,wf_current_only_s5_p16_o0_H30_wfstrict_rolling.csv,wf_current_only_s5_p20_o0_H30_wfstrict_rolling.csv,wf_current_only_s5_p8_o0_H30_wfstrict_rolling.csv,wf_current_only_s8_p12_o0_H30_wfstrict_rolling.csv,wf_current_only_s8_p16_o0_H30_wfstrict_rolling.csv,wf_current_only_s8_p20_o0_H30_wfstrict_rolling.csv,wf_current_only_s8_p8_o0_H30_wfstrict_rolling.csv
2022-02-12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-02-13,0.024993,-0.010224,-0.010224,0.010224,-0.020449,0.000000,0.000000,0.000000,0.000000,0.010224,0.010224,0.010224,-0.013254,-0.010224,0.013254,-0.013254,0.010224
2022-02-14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-02-15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-02-16,0.019062,0.009531,0.009531,-0.009531,-0.019062,0.000000,0.000000,0.000000,0.000000,0.009531,0.009531,0.009531,-0.009531,-0.009531,-0.009531,-0.009531,-0.009531
2022-02-17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-02-18,-0.002705,-0.001353,-0.001353,0.001353,0.002705,0.000000,0.000000,0.000000,0.000000,-0.001353,-0.001353,-0.001353,0.001353,0.001353,0.001353,0.001353,0.001353
2022-02-19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-02-20,-0.058482,-0.029241,-0.029241,0.029241,0.058482,0.000000,0.000000,0.000000,0.000000,-0.029241,-0.029241,-0.029241,0.029241,0.029241,0.029241,0.029241,0.029241
2022-02-21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-02-22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-02-23,0.030449,0.015224,0.015224,-0.015224,-0.030449,0.000000,0.000000,0.000000,0.000000,0.015224,0.015224,0.015224,0.015224,0.015224,0.015224,0.015224,-0.015224
2022-02-24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-02-25,-0.001870,-0.000935,-0.000935,0.000935,0.001870,0.000000,0.000000,0.000000,0.000000,-0.000935,-0.000935,-0.000935,-0.000935,-0.000935,-0.000935,-0.000935,0.000935
2022-02-26,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-02-27,0.025047,0.012523,0.012523,0.012523,-0.012523,0.000000,0.000000,0.000000,0.000000,0.012523,0.012523,0.012523,0.012523,0.012523,0.012523,0.012523,-0.012523
2022-02-28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-01,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-02,-0.003508,-0.001754,-0.001754,-0.001754,0.001754,0.000000,0.000000,0.000000,0.000000,-0.001754,-0.001754,-0.001754,-0.001754,-0.001754,0.001754,-0.001754,-0.001754
2022-03-03,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-04,0.001881,0.000940,0.000940,0.000940,-0.000940,0.000000,0.000000,0.000000,0.000000,0.000940,0.000940,0.000940,0.000940,0.000940,-0.000940,0.000940,0.000940
2022-03-05,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-06,0.022365,0.011183,0.011183,0.011183,-0.011183,0.000000,0.000000,0.000000,0.000000,0.011183,0.011183,0.011183,0.011183,0.011183,-0.011183,0.011183,0.011183
2022-03-07,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-08,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-09,-0.016954,-0.008477,-0.008477,0.008477,0.008477,0.000000,0.000000,0.000000,0.000000,-0.008477,-0.008477,-0.008477,-0.008477,-0.008477,0.008477,-0.008477,-0.008477
2022-03-10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-11,0.019586,0.009793,0.009793,-0.009793,-0.009793,0.000000,0.000000,0.000000,0.000000,0.009793,0.009793,0.009793,0.009793,0.009793,0.009793,0.009793,0.009793
2022-03-12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-13,-0.015527,-0.007764,-0.007764,0.007764,0.007764,0.007764,0.007764,-0.007764,-0.007764,-0.007764,-0.007764,-0.007764,-0.007764,-0.007764,-0.007764,-0.007764,-0.007764
2022-03-14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-16,0.020311,0.010155,0.010155,-0.010155,-0.010155,-0.010155,-0.010155,0.010155,0.010155,0.010155,0.010155,0.010155,0.010155,0.010155,0.010155,0.010155,0.010155
2022-03-17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-18,-0.065152,-0.036196,-0.036196,0.036196,0.032576,0.036196,0.036196,-0.036196,-0.036196,-0.032576,-0.065152,-0.032576,-0.032576,-0.036196,0.032576,-0.032576,-0.032576
2022-03-19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-20,-0.038543,-0.021413,-0.021413,0.021413,0.019272,0.021413,0.021413,-0.021413,-0.021413,-0.019272,-0.038543,-0.019272,-0.019272,-0.021413,0.019272,-0.019272,-0.019272
2022-03-21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-23,0.021629,0.009613,0.009613,-0.009613,-0.010814,-0.009613,-0.009613,0.009613,0.009613,0.010814,0.010814,0.021629,0.021629,0.009613,-0.010814,0.010814,0.010814
2022-03-24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-25,0.005185,0.002592,0.002592,-0.002592,-0.002592,-0.002592,-0.002592,0.002592,0.002592,0.002592,0.002592,0.005185,0.005185,0.002592,-0.002592,0.002592,0.002592
2022-03-26,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-27,0.001276,0.000638,0.000638,-0.000638,-0.000638,-0.000638,-0.000638,0.000638,0.000638,0.000638,0.000638,0.001276,0.001276,0.000638,-0.000638,0.000638,0.000638
2022-03-28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-29,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-03-30,0.023086,0.011543,0.011543,-0.011543,-0.011543,-0.011543,0.011543,-0.011543,-0.011543,0.011543,0.011543,0.011543,-0.011543,0.011543,-0.011543,0.011543,0.011543
2022-03-31,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-01,0.020404,0.010202,0.010202,-0.010202,-0.010202,-0.010202,0.010202,-0.010202,-0.010202,0.010202,0.010202,0.010202,-0.010202,0.010202,-0.010202,0.010202,0.010202
2022-04-02,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-03,0.013856,0.006928,0.006928,-0.006928,-0.006928,-0.006928,0.006928,-0.006928,-0.006928,0.006928,0.006928,0.006928,-0.006928,-0.006928,-0.006928,-0.006928,0.006928
2022-04-04,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-05,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-06,-0.093582,-0.057536,-0.057536,0.057536,0.040656,0.057536,-0.040656,0.040656,0.040656,-0.040656,-0.040656,-0.040656,0.057536,0.040656,0.040656,0.057536,-0.040656
2022-04-07,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-08,0.004465,0.002232,0.002232,-0.002232,-0.002232,-0.002232,0.002232,-0.002232,-0.002232,0.002232,0.002232,0.002232,0.002232,-0.002232,-0.002232,-0.002232,0.002232
2022-04-09,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-10,0.000342,0.000171,0.000171,-0.000171,-0.000171,-0.000171,0.000171,-0.000171,-0.000171,0.000171,0.000171,0.000171,0.000171,-0.000171,-0.000171,-0.000171,0.000171
2022-04-11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-13,-0.005938,-0.002969,-0.002969,0.002969,0.002969,0.002969,0.002969,0.002969,-0.002969,-0.002969,-0.005938,-0.002969,-0.002969,-0.002969,0.002969,0.002969,-0.002969
2022-04-14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-15,-0.029098,-0.014549,-0.014549,0.014549,0.014549,0.014549,0.014549,0.014549,-0.014549,-0.014549,-0.029098,-0.014549,-0.014549,-0.014549,0.014549,0.014549,-0.014549
2022-04-16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-17,0.006281,0.002355,0.002355,-0.002355,-0.003140,-0.002355,-0.002355,-0.003140,0.002355,0.003140,0.003140,0.003140,0.003140,0.002355,-0.003140,-0.002355,0.003140
2022-04-18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-20,0.032952,0.012357,0.012357,-0.012357,-0.016476,-0.012357,-0.012357,-0.016476,0.012357,0.016476,0.016476,0.016476,0.016476,-0.016476,-0.016476,0.016476,0.016476
2022-04-21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-22,0.017155,0.006433,0.006433,-0.006433,-0.008578,-0.006433,-0.006433,-0.008578,0.006433,0.008578,0.008578,0.008578,0.017155,-0.008578,-0.008578,0.008578,0.008578
2022-04-23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-24,-0.022770,-0.008539,-0.008539,0.008539,0.011385,0.008539,0.008539,0.011385,-0.008539,-0.011385,-0.011385,-0.011385,-0.022770,0.011385,0.011385,-0.011385,-0.011385
2022-04-25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-26,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-27,-0.012902,-0.004838,-0.004838,0.004838,0.006451,0.004838,0.004838,0.006451,0.012902,-0.006451,-0.006451,-0.006451,-0.006451,0.006451,0.006451,-0.006451,0.004838
2022-04-28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-04-29,0.013537,0.006769,0.006769,-0.006769,-0.006769,-0.006769,-0.006769,-0.006769,-0.013537,0.006769,0.006769,0.006769,0.006769,-0.006769,-0.006769,0.006769,-0.006769
2022-04-30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-01,0.049288,0.021906,0.021906,-0.021906,-0.024644,-0.021906,-0.021906,-0.024644,-0.049288,0.024644,0.024644,0.024644,0.024644,-0.024644,-0.024644,0.024644,-0.021906
2022-05-02,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-03,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-04,-0.024218,-0.012109,-0.012109,0.012109,0.012109,0.012109,0.012109,0.012109,0.024218,-0.012109,-0.012109,0.012109,-0.012109,0.012109,0.012109,-0.012109,0.012109
2022-05-05,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-06,-0.042338,-0.015877,-0.015877,0.015877,0.021169,0.015877,0.015877,0.021169,0.042338,-0.021169,-0.021169,0.015877,-0.021169,0.021169,0.021169,-0.021169,0.015877
2022-05-07,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-08,-0.029127,-0.014563,-0.014563,0.014563,0.014563,0.014563,0.014563,0.014563,0.029127,-0.014563,-0.014563,0.014563,-0.014563,0.014563,0.014563,-0.014563,0.014563
2022-05-09,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-11,0.032640,0.014507,0.014507,-0.014507,-0.016320,-0.014507,-0.014507,-0.016320,-0.032640,0.016320,0.016320,-0.014507,0.016320,-0.016320,-0.016320,0.016320,-0.014507
2022-05-12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-13,0.040540,0.015203,0.015203,-0.015203,-0.020270,-0.015203,0.020270,-0.020270,0.015203,-0.015203,-0.015203,0.020270,0.020270,-0.020270,-0.020270,0.020270,-0.015203
2022-05-14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-15,0.023368,0.011684,0.011684,-0.011684,-0.011684,-0.011684,0.011684,-0.011684,0.011684,-0.011684,-0.011684,0.011684,0.011684,-0.011684,-0.011684,0.011684,-0.011684
2022-05-16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-18,0.025691,-0.012845,-0.012845,0.012845,0.012845,-0.012845,0.012845,-0.012845,0.012845,-0.012845,-0.012845,-0.012845,0.012845,-0.012845,-0.012845,0.012845,-0.012845
2022-05-19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-20,0.019035,-0.009517,-0.009517,0.009517,0.009517,-0.009517,0.009517,-0.009517,0.009517,-0.009517,-0.009517,-0.009517,0.009517,-0.009517,-0.009517,0.009517,-0.009517
2022-05-21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-22,-0.031573,0.015787,0.015787,-0.015787,-0.015787,0.015787,-0.015787,0.015787,-0.015787,-0.015787,0.015787,-0.015787,-0.015787,0.015787,0.015787,-0.015787,0.015787
2022-05-23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-25,-0.043748,0.021874,0.021874,-0.021874,-0.024304,0.024304,-0.021874,0.021874,-0.024304,-0.021874,0.024304,-0.021874,-0.021874,0.021874,0.021874,-0.021874,0.024304
2022-05-26,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-27,0.017128,0.010705,0.010705,0.008564,0.010705,-0.010705,0.008564,-0.008564,-0.017128,0.008564,-0.010705,0.008564,0.008564,-0.008564,-0.008564,0.008564,-0.010705
2022-05-28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-29,-0.021074,-0.010537,-0.010537,-0.010537,-0.010537,0.010537,-0.010537,0.010537,0.021074,-0.010537,0.010537,-0.010537,-0.010537,0.010537,0.010537,0.010537,0.010537
2022-05-30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-05-31,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-01,0.048396,0.026887,0.026887,0.024198,0.026887,-0.026887,0.024198,-0.024198,-0.048396,-0.026887,-0.026887,0.048396,0.024198,-0.024198,-0.024198,-0.026887,-0.026887
2022-06-02,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-03,-0.006572,-0.003286,-0.003286,-0.003286,-0.003286,0.003286,-0.003286,0.003286,0.006572,0.003286,0.003286,-0.006572,-0.003286,0.003286,0.003286,0.003286,0.003286
2022-06-04,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-05,-0.021240,-0.013275,-0.013275,-0.010620,-0.013275,0.013275,-0.010620,0.010620,0.021240,0.013275,0.013275,-0.021240,-0.010620,0.010620,0.010620,0.013275,0.013275
2022-06-06,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-07,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-08,0.015743,0.007871,0.007871,0.007871,0.007871,-0.007871,0.007871,-0.007871,-0.015743,-0.007871,0.007871,0.007871,0.007871,0.007871,0.007871,-0.007871,-0.007871
2022-06-09,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-10,-0.006863,-0.003432,-0.003432,-0.003432,-0.003432,0.003432,-0.003432,0.003432,0.006863,0.003432,-0.003432,-0.003432,-0.003432,-0.003432,-0.003432,0.003432,0.003432
2022-06-11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-12,0.030862,0.013716,0.013716,0.015431,0.013716,-0.013716,0.015431,-0.015431,0.013716,-0.013716,0.015431,0.015431,0.015431,0.013716,0.013716,-0.013716,-0.013716
2022-06-13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-15,-0.068944,-0.034472,-0.034472,-0.034472,-0.034472,0.034472,-0.034472,0.034472,-0.034472,0.034472,-0.034472,-0.034472,-0.034472,-0.034472,0.034472,0.034472,-0.034472
2022-06-16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-17,-0.004822,0.002411,-0.002411,-0.002411,0.002411,0.002411,-0.002411,0.002411,-0.002411,-0.002411,0.002411,-0.002411,0.002411,-0.002411,0.002411,0.002411,-0.002411
2022-06-18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-19,-0.043149,0.021575,-0.021575,-0.021575,0.021575,0.021575,-0.021575,0.021575,-0.021575,-0.021575,0.021575,-0.021575,0.021575,-0.021575,0.021575,0.021575,-0.021575
2022-06-20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-22,0.005510,0.000221,-0.001858,-0.000221,0.000221,0.001858,-0.000221,0.000221,-0.001858,-0.000221,0.001858,-0.000221,0.001858,-0.001858,0.000221,-0.000221,0.001858
2022-06-23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-24,0.000916,-0.000171,-0.002641,0.000171,-0.000171,0.002641,0.000171,-0.000171,-0.002641,0.000171,0.002641,0.000171,0.002641,-0.002641,-0.000171,0.000171,0.002641
2022-06-25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-26,0.035915,-0.018119,-0.018119,0.018119,0.015531,0.018119,0.018119,0.015531,0.015531,-0.015531,-0.015531,0.018119,-0.015531,0.015531,-0.018119,0.018119,-0.015531
2022-06-27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-06-29,0.013067,-0.006131,-0.006131,0.006131,0.005255,0.006131,0.006131,0.005255,0.005255,-0.005255,-0.005255,0.006131,-0.005255,0.005255,-0.006131,0.006131,-0.005255
2022-06-30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2022-07-01,-0.009172,0.004586,0.004586,-0.004586,-0.004586,-0.004586,-0.004586,-0.004586,-0.004586,0.004586,0.004586,-0.004586,-0.004586,0.004586,0.004586,-0.004586,0.004586
2022-07-02,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
