date,ROSE,ANKR,VET,NEAR,ETH,EOS,BAKE,GRT,REEF,INJ,FIL,MATIC,BCH,IOST,CHR,EGLD,HBAR,ZIL,ALGO,DENT,DASH,ALICE,IOTA,LINK,XTZ,LRC,ONE,SXP,KAVA,AXS,ADA,SOL,ONT,ETC,MANA,SNX,ZEC,CFX,YFI,WAVES,LTC,CHZ,XLM,COTI,DOT,OMG,SUSHI,FTM,BNB,UNI,STX,RUNE,THETA,HOT,1INCH,FET,KSM,SLP,CRV,IOTX,BTC,AVAX,ENJ,CAKE,XRP,TRX,ATOM,AAVE,DOGE,NEO,SAND,QTUM
1/11/2021,0.099120208,0.051152356,0.068226094,0.036703427,0.034324752,0.115761335,,0.108818318,0.068982023,0.070893389,0.033569993,0.106514715,0.07165376,0.154710231,0.095711308,0.081989755,0.020703013,0.072025136,0.070357171,0.01797778,0.119644417,,0.018017741,0.053344547,0.025691279,0.039229088,0.080586973,0.744601736,0.163647939,0.09716964,0.047218714,0.031888286,0.108995383,0.132992506,0.040523965,0.021415304,0.263795236,,0.193708836,0.040042769,0.073110371,0.063329105,0.03572848,0.139381301,0.039248408,0.081577795,0.130052758,0.087623519,0.042573294,0.067883328,0.017500137,0.035644962,0.025163766,0.025802082,0.221878297,0.052570108,0.020856719,,0.212955974,0.014808452,0.012710226,0.025688773,0.054164319,,0.041526027,0.066085275,0.034397302,0.045241216,0.042305196,0.108414945,0.076843326,0.082011368
1/12/2021,0.050470996,0.023042024,0.046428866,0.028714643,0.020933337,0.038964812,,0.06067785,0.121743767,0.075515478,0.018520124,0.063740515,0.03545592,0.209373479,0.051275501,0.046519559,0.022249236,0.040535498,0.050653664,0.015324915,0.051236657,,0.010167742,0.031103677,0.014596386,0.02964993,0.036945497,0.394357177,0.094798275,0.057476127,0.034041492,0.026302562,0.036922158,0.061324175,0.076083984,0.030850577,0.133145566,,0.116601766,0.045079628,0.044235053,0.034629953,0.0426159,0.077176996,0.018733577,0.038411855,0.108853886,0.059052916,0.022260112,0.03727838,0.015508794,0.025854633,0.019789016,0.01639491,0.158273131,0.035225313,0.01088477,,0.136228859,0.012185533,0.00738302,0.040043507,0.045578024,,0.024258212,0.026652692,0.018118495,0.038339076,0.020739719,0.036563476,0.050211863,0.039496225
1/13/2021,0.045282603,0.018650946,0.028455888,0.016457491,0.012900612,0.028118911,,0.083501926,0.096955119,0.237992668,0.012482415,0.060355734,0.024068415,0.219095914,0.049964402,0.036254141,0.02565187,0.029942322,0.039176405,0.011363659,0.035081084,,0.011198894,0.026883511,0.010689614,0.034672111,0.025174061,0.437983509,0.078768412,0.061204915,0.021532057,0.019191587,0.023327457,0.0367282,0.029707023,0.027710105,0.096184955,,0.110932266,0.021153797,0.030147642,0.051661548,0.021941697,0.091367011,0.031773815,0.026413005,0.097240809,0.037027261,0.022818453,0.029103794,0.012882736,0.060655524,0.0167214,0.07260003,0.199513507,0.035922962,0.02818662,,0.098537691,0.007381083,0.006202119,0.020336206,0.021455025,,0.016327072,0.023990482,0.011980083,0.032289605,0.013408817,0.025620363,0.042187265,0.033566429
1/14/2021,0.049776077,0.020285729,0.028012271,0.022541099,0.013230876,0.03423108,,0.09264705,0.121753937,0.134026617,0.017512467,0.065194559,0.024896394,0.226526942,0.056869861,0.037967681,0.02846342,0.040088395,0.035219866,0.01584207,0.026254284,,0.011036553,0.031387335,0.012558037,0.044533033,0.039330559,0.371649534,0.091085584,0.062891893,0.021294966,0.025181286,0.026824152,0.044648933,0.020154853,0.017732787,0.057816956,,0.082893543,0.032255916,0.030177452,0.140738668,0.022971236,0.082925456,0.045040377,0.03802304,0.103636719,0.029157094,0.021921605,0.047391556,0.018453922,0.028691841,0.019584989,0.039779774,0.148491269,0.049010399,0.022553575,,0.118080423,0.009913385,0.005444968,0.03160738,0.027617177,,0.019476932,0.033762281,0.023355909,0.020620601,0.030578361,0.022129427,0.041029107,0.043009799
1/15/2021,0.055617436,0.029333999,0.037669508,0.038560635,0.017184934,0.043709983,,0.150952853,0.330839789,0.094212729,0.018503469,0.101991886,0.02640999,0.61402636,0.071697963,0.040840127,0.021245902,0.034015846,0.075115629,0.014094708,0.025073846,,0.014225547,0.090622207,0.023943713,0.025080799,0.042288234,0.650641529,0.243545593,0.103299951,0.027997433,0.018423851,0.061639158,0.056822373,0.031111291,0.017579519,0.062897548,,0.090211933,0.039039778,0.03195762,0.048338467,0.021749145,0.11883471,0.061923497,0.094819144,0.147791796,0.072243021,0.023111011,0.073845554,0.014946846,0.026716179,0.018114218,0.028543276,0.269330409,0.118140964,0.019653274,,0.581972075,0.017195776,0.006391212,0.025446822,0.045382692,,0.01885787,0.037797488,0.085023675,0.026850021,0.025158223,0.044137142,0.096551741,0.061107315
1/16/2021,0.099575569,0.042479845,0.041302852,0.036606594,0.013669881,0.036558307,,0.201624262,0.290243911,0.062298344,0.048825617,0.087506867,0.02183188,0.400954462,0.121701533,0.025791553,0.028517589,0.03943407,0.085322996,0.034363071,0.02012772,,0.011329367,0.073452053,0.032386102,0.021881112,0.038611905,0.514610264,0.299203511,0.115433051,0.03791064,0.032534796,0.053926623,0.048158023,0.022661789,0.019313671,0.047518236,,0.11548693,0.030449089,0.027233847,0.056735983,0.021324095,0.179145985,0.076677276,0.076047364,0.109640535,0.07329884,0.021537155,0.075042373,0.008489446,0.025335565,0.017717874,0.023418934,0.306397168,0.097784261,0.026596716,,0.352331898,0.028180483,0.004709393,0.045902721,0.045365939,,0.016730139,0.028411257,0.058764767,0.047424226,0.012862361,0.024959231,0.086430175,0.059590163
1/17/2021,0.173841645,0.075027807,0.030106155,0.073007404,0.011312848,0.02273605,,0.230584034,0.424109505,0.044708561,0.07500848,0.06908456,0.01363763,0.32872756,0.110693067,0.02577703,0.029619957,0.038711991,0.071009826,0.032540437,0.014609336,,0.00870987,0.049559897,0.018724809,0.024136985,0.039861937,0.515790803,0.144069148,0.093974707,0.044357084,0.030728816,0.035781305,0.035112992,0.036001572,0.010994001,0.04133756,,0.103177732,0.061181891,0.020572949,0.038192292,0.024537569,0.093387475,0.054146918,0.052899554,0.09395196,0.054322417,0.024920834,0.055684835,0.00873684,0.019161661,0.014172562,0.021595791,0.385683986,0.100994518,0.023378799,,0.475417453,0.014866785,0.004230808,0.046898773,0.198777389,,0.01192322,0.020506767,0.031575147,0.028741621,0.011354639,0.01985066,0.200677554,0.053688374
1/18/2021,0.145165929,0.050568278,0.03900636,0.033934165,0.008556839,0.022720575,,0.254408935,0.135178309,0.089364454,0.035982299,0.078560635,0.016061253,0.177792241,0.092069599,0.030839277,0.019835403,0.041769416,0.060312684,0.017592228,0.018365814,,0.014195343,0.034614877,0.013811275,0.020498087,0.062743519,0.717230634,0.113782298,0.139892376,0.020729006,0.024561671,0.047586064,0.030432431,0.022909825,0.007401335,0.03240249,,0.129169973,0.039556468,0.024025758,0.077590276,0.012425877,0.152867693,0.028642978,0.119996569,0.078444541,0.045208595,0.020812124,0.047264801,0.005712027,0.014134509,0.014286282,0.01474604,0.260231742,0.049909288,0.034238735,,0.254236596,0.012073306,0.00374062,0.017724191,0.115033299,,0.011665722,0.025048014,0.037182335,0.017738389,0.008938491,0.051014992,0.10255972,0.063525061
1/19/2021,0.075632499,0.035226644,0.031421817,0.022328577,0.019753044,0.037116264,,0.1691858,0.132702037,0.39273346,0.032203861,0.073999206,0.026539858,0.140907063,0.264792686,0.028741017,0.029772043,0.028441629,0.04533564,0.016231575,0.024439462,,0.011773214,0.028377262,0.018057758,0.055403449,0.0461367,0.678895082,0.156452192,0.08711963,0.01953472,0.019101887,0.037685244,0.062735401,0.065881976,0.011899955,0.043128841,,0.076019968,0.02438661,0.03580731,0.115126183,0.022855813,0.202139492,0.02511767,0.059022457,0.081284662,0.043344418,0.035990195,0.042163903,0.015059723,0.025322158,0.013991216,0.016247363,0.221447173,0.076038249,0.013970807,,0.20839016,0.022098671,0.004368078,0.025138879,0.411033563,,0.028660847,0.027121366,0.023898272,0.025066097,0.014016875,0.036294949,0.147484194,0.056657234
1/20/2021,0.09577782,0.190129015,0.07504341,0.048937264,0.018792669,0.025087997,,0.113359262,0.265145103,0.117690468,0.029365859,0.075893688,0.019847809,0.128857468,0.171735385,0.047817377,0.156992209,0.025352646,0.047368388,0.013987447,0.0427545,,0.009805381,0.02895297,0.013381687,0.035487187,0.046513095,0.597601392,0.223406026,0.068175505,0.019987897,0.017535543,0.043928302,0.038712758,0.065175163,0.008038552,0.046770578,,0.06312297,0.019740054,0.030202438,0.091410726,0.013818625,0.16184053,0.032179921,0.046034622,0.074324067,0.041885716,0.02465415,0.041356026,0.008400251,0.023012628,0.011384207,0.014793398,0.152743722,0.061579256,0.015987602,,0.342477434,0.011494453,0.004723144,0.018969599,0.350779139,,0.018380512,0.024214623,0.025090609,0.021324971,0.00892924,0.030982951,0.152053005,0.052189971
1/21/2021,0.084940808,0.330034853,0.079624149,0.036599874,0.021274905,0.02896532,,0.122995148,0.247193753,0.101345484,0.024767621,0.091734744,0.02228731,0.142868074,0.097986965,0.036013046,0.101733865,0.025869849,0.05418675,0.014531767,0.0526082,,0.016775466,0.039436265,0.013400796,0.026580007,0.041662192,0.624735739,0.121029517,0.261011858,0.027286188,0.018680597,0.037655864,0.047708381,0.055221734,0.015162192,0.03865585,,0.082300323,0.021938001,0.033374612,0.078053492,0.014421706,0.18079887,0.040983203,0.062919578,0.114565728,0.053491615,0.023769083,0.042806238,0.011880905,0.026087319,0.012018395,0.015219311,0.165812984,0.054095746,0.016523124,,0.459497212,0.017743122,0.007445601,0.023377089,0.16463412,,0.021029425,0.026014975,0.025779985,0.039855652,0.010053244,0.029709377,1.691749759,0.044778834
1/22/2021,0.082912096,0.086687526,0.045426013,0.026352086,0.016859056,0.023675604,,0.142416435,0.429480546,0.124949371,0.047931734,0.061329173,0.018484155,0.136856427,0.061650751,0.02874243,0.05438583,0.023227443,0.044972907,0.010700604,0.04743387,,0.010466056,0.039870539,0.027837808,0.016638813,0.035064713,0.469179965,0.129278064,0.138229966,0.026878301,0.023027978,0.042064889,0.036039152,0.169185759,0.012348208,0.033260141,,0.065705893,0.017136271,0.029223143,0.060326714,0.018003826,0.131721536,0.031584469,0.040987667,0.073869492,0.040235193,0.020463299,0.03619966,0.006011955,0.027490627,0.013482806,0.01391556,0.146563741,0.05584808,0.014650546,,0.390735834,0.188688776,0.007313696,0.027823078,0.134388857,,0.01717339,0.019935906,0.023669738,0.025623654,0.008798073,0.023955492,0.256443597,0.042176615
1/23/2021,0.058031761,0.046003056,0.02577875,0.019761756,0.008869331,0.023115104,,0.12078731,0.182219646,0.06413806,0.039063275,0.091118685,0.00900984,0.073190201,0.07951715,0.016265571,0.027303771,0.016281052,0.049217991,0.013311754,0.01986027,,0.006543689,0.045711306,0.037864203,0.020319008,0.036375247,0.660818635,0.132797138,0.151104616,0.013481341,0.008705205,0.042102948,0.027865896,0.15667145,0.008048122,0.02432766,,0.044185676,0.01645925,0.014742983,0.043366278,0.009428784,0.113819706,0.02449453,0.061079631,0.052629835,0.201399937,0.01710243,0.024302278,0.004439684,0.034857621,0.010260194,0.014867278,0.149434463,0.040996201,0.011080973,,0.273414625,0.05141393,0.003499327,0.016035337,0.102081553,,0.009886678,0.01396751,0.017466847,0.022965076,0.005630664,0.022622258,0.103982821,0.167022156
1/24/2021,0.054035604,0.066127596,0.024104033,0.028067454,0.012637757,0.01552397,,0.102745713,0.126856345,0.052500355,0.021820482,0.054051567,0.007619278,0.162591661,0.083994262,0.021215247,0.020061752,0.017848816,0.044617111,0.018639359,0.017644797,,0.00687027,0.02937837,0.017318909,0.014784071,0.038835228,0.443485844,0.185809185,0.145521696,0.014801825,0.009440389,0.042845499,0.025198966,0.05975892,0.018010687,0.02847958,,0.043292209,0.031236664,0.013566557,0.030340841,0.010000354,0.097189215,0.016269137,0.056329466,0.077549737,0.394509613,0.015709117,0.039678312,0.009483768,0.018836854,0.008268607,0.011602149,0.215480156,0.056596877,0.009659245,,0.215866607,0.01953224,0.003102512,0.012042868,0.047757542,,0.00775309,0.018196468,0.017280723,0.05418045,0.007020484,0.016960893,0.07862866,0.140586694
1/25/2021,0.047115703,0.046252333,0.028432045,0.013963419,0.017396495,0.015919031,,0.081148158,0.206963989,0.065806437,0.020500926,0.071719653,0.011971603,0.081090032,0.0686244,0.11449804,0.019754921,0.018166759,0.075943594,0.011550219,0.02096122,,0.007540462,0.032022151,0.012666218,0.02978604,0.028011019,0.790822089,0.125860062,0.121537861,0.013490965,0.025761096,0.037826246,0.030183894,0.042009937,0.017186473,0.04050393,,0.051198021,0.019567264,0.021679422,0.052117564,0.008778693,0.152692411,0.021745253,0.065355898,0.147371733,0.219327574,0.01918838,0.047754763,0.007156068,0.023034628,0.024240436,0.011226974,0.310926887,0.045903647,0.009355695,,0.181450323,0.012388658,0.004906732,0.008190141,0.105015732,,0.010881849,0.040211984,0.015344911,0.042224822,0.008019061,0.014608641,0.118918148,0.062289638
1/26/2021,0.046005021,0.04108213,0.021231329,0.023421846,0.014301624,0.011952205,,0.064922237,0.141855888,0.081399371,0.018614721,0.261605493,0.009575154,0.112070077,0.065740504,0.035363858,0.021273844,0.015595078,0.043880466,0.007197266,0.012854123,,0.00611717,0.022007618,0.008979495,0.024496573,0.030767859,0.604915406,0.104575648,0.242437298,0.011250055,0.024441072,0.027062683,0.019239492,0.03486891,0.011048193,0.033551776,,0.047344467,0.011667007,0.01637739,0.058258728,0.006820206,0.144806175,0.014431163,0.040997201,0.133924477,0.119381277,0.018513712,0.062167516,0.004362404,0.019528639,0.024883564,0.008098409,0.207978871,0.061181917,0.008091021,,0.206744411,0.01728838,0.004462183,0.011243757,0.170989951,,0.008344646,0.014185905,0.011937582,0.03614367,0.005623643,0.01263496,0.063432987,0.049123418
1/27/2021,0.059679249,0.055568135,0.030143065,0.028166015,0.017990492,0.014675733,,0.071228719,0.185363528,0.075204797,0.021864834,0.267699117,0.015446503,0.097320121,0.14463828,0.05743133,0.020545825,0.019264219,0.047473327,0.008759174,0.015021321,,0.00816387,0.027547699,0.010824559,0.022383743,0.045556407,2.038463271,0.120057592,0.261329902,0.014017706,0.009644492,0.029030502,0.021712802,0.027917475,0.017002749,0.031105722,,0.045797945,0.0117031,0.019070057,0.058135698,0.007605316,0.131443145,0.020043878,0.031745077,0.1014821,0.232300616,0.017887378,0.066926193,0.005531131,0.021249104,0.015595115,0.008733981,0.220828402,0.09276439,0.007068072,,0.19681082,0.069286309,0.005217075,0.009822589,0.064625168,,0.010471492,0.015494621,0.022538664,0.041250739,0.009014271,0.015699879,0.158580144,0.05986921
1/28/2021,0.04964168,0.249387332,0.023810287,0.022093199,0.011702555,0.029529899,,0.104980572,0.198390707,0.070627927,0.014260681,0.130982463,0.010343587,0.132863186,0.150528732,0.055020907,0.029174258,0.01685069,0.049401067,0.018453319,0.016633446,,0.006208351,0.027873841,0.014889863,0.02358404,0.178303843,1.26464663,0.123597387,0.179618769,0.015216187,0.00789763,0.023695328,0.070153519,0.03951576,0.01332186,0.030200622,,0.03211617,0.010582942,0.01569082,0.05114902,0.019374357,0.107387165,0.019347783,0.030275279,0.098251599,0.19391535,0.02002482,0.051318277,0.005058652,0.046958055,0.012424494,0.059593247,0.310290341,0.047283741,0.011203329,,0.180767797,0.217208654,0.004786958,0.014335026,0.060606432,,0.010627882,0.012542245,0.031982735,0.028703652,0.46354508,0.013318831,0.124205579,0.04681788
1/29/2021,0.078529174,0.248695857,0.041726409,0.021633121,0.019480992,0.044738132,,0.177141555,0.191316115,0.07687137,0.024232354,0.13659755,0.022492981,0.101300541,0.111549848,0.048013161,0.02428181,0.036477359,0.078455017,0.047574518,0.027614912,,0.010436576,0.029171068,0.013171492,0.028737598,0.101350939,1.12537651,0.125557588,0.144456488,0.021626294,0.011123744,0.066548429,0.055405996,0.031587027,0.012539175,0.035504513,,0.049683272,0.016177035,0.03388099,0.078750315,0.08934111,0.182257416,0.025011226,0.10496673,0.084454491,0.651346239,0.023253859,0.044432673,0.00981721,0.028961972,0.015220473,0.113204331,0.207796555,0.094394274,0.008872103,,0.150989056,0.053585965,0.012886153,0.019495318,0.044028634,,0.03753475,0.216685783,0.021003492,0.029470854,0.947292179,0.022928613,0.144014346,0.070620278
1/30/2021,0.044652387,0.1123402,0.023365564,0.022270207,0.009007843,0.048560403,,0.134247408,0.174348397,0.167455094,0.014312379,0.137047737,0.01124029,0.050190857,0.062482569,0.085351687,0.024286153,0.0529671,0.079992937,0.31009363,0.012649184,,0.009912108,0.017950302,0.011067667,0.039036004,0.053931032,0.868079343,0.096212491,0.098469467,0.015775435,0.014523637,0.029795002,0.026569396,0.022497518,0.011395278,0.01598187,,0.048192391,0.015322792,0.018158505,0.10924064,0.051877827,0.139175358,0.010572466,0.036394525,0.090314945,0.25256002,0.018442898,0.040990128,0.012581967,0.028363805,0.00744805,0.056229803,0.396440759,0.073178434,0.00620776,,0.213332799,0.055228737,0.004528258,0.014535444,0.030839518,,0.118688411,0.060765881,0.011421948,0.022064943,0.479228451,0.012242996,0.085918847,0.039360935
1/31/2021,0.07289361,0.081557571,0.026613515,0.029249359,0.008512282,0.051685391,,0.206251119,0.166725675,0.075638229,0.01489931,0.067081925,0.008165207,0.048856052,0.228852934,0.039635973,0.044710607,0.051815109,0.0628505,0.048596668,0.013356802,,0.008518802,0.019383923,0.01027171,0.044994499,0.026125743,1.042850917,0.09194411,0.062329895,0.012853922,0.021761612,0.038097439,0.023465788,0.018893261,0.015160832,0.020822006,,0.050607321,0.016485168,0.013845695,0.08205427,0.03077603,0.099909124,0.014280966,0.059233293,0.142817021,0.18995235,0.016550185,0.058451462,0.007068212,0.026498364,0.008721703,0.022542578,0.58297163,0.050271252,0.007091947,,0.217517809,0.020256306,0.003722994,0.065597136,0.049675596,,0.092637655,0.059972748,0.024323175,0.015313416,0.319554907,0.020102934,0.076971807,0.053513904
2/1/2021,0.046174617,0.065441174,0.044757678,0.081990572,0.009291434,0.087174906,,0.152340402,0.153857638,0.110060355,0.044033116,0.068149157,0.017204656,0.067777959,0.089043503,0.046922468,0.031363556,0.032355451,0.051384518,0.026436656,0.016845568,,0.009056137,0.015555818,0.009168989,0.022986543,0.025161537,0.783202453,0.115568587,0.16894285,0.024644284,0.00763246,0.035484141,0.025636919,0.016990754,0.009061176,0.024612953,,0.027778246,0.023025529,0.017507819,0.149383496,0.050368578,0.096276722,0.010659869,0.157651502,0.093794155,0.095480448,0.038825051,0.038678179,0.011495927,0.029234952,0.010821523,0.022541668,0.327114179,0.068251899,0.008144508,,0.134833893,0.015851914,0.004488387,0.023466874,0.055975539,,0.271798573,0.054211333,0.023738279,0.016401165,0.208079574,0.023652926,0.089294493,0.06138846
